CHILE;SANTIAGO DE CHILE;COMUNA DE SANTIAGO;AVENIDA;PRESIDENTE BALMACEDA;;99999
ESPAÑA;MURCIA;MURCIA;CALLE;ABELARDO VALERO;LA ALBERCA;30150
ESPAÑA;MURCIA;MURCIA;CAMINO;ABELLAN;JERONIMO Y AVILESES;30592
ESPAÑA;MURCIA;MURCIA;CARRIL;ABELLAN;SAN BENITO-PROGRESO;30012
ESPAÑA;MURCIA;MURCIA;CARRIL;ABELLONES;TORREAGÜERA;30579
ESPAÑA;MURCIA;MURCIA;CALLE;ABENARABI;SANTIAGO Y ZARAICHE;30007
ESPAÑA;MURCIA;MURCIA;CALLE;ABENARABI;SANTIAGO Y ZARAICHE;30008
ESPAÑA;MURCIA;MURCIA;CALLE;ABENARABI;ZARANDONA;30008
ESPAÑA;MURCIA;MURCIA;PLAZA;ABENARABI;;30007
ESPAÑA;MURCIA;MURCIA;PLAZA;ABENARABI;SANTIAGO Y ZARAICHE;30007
ESPAÑA;MURCIA;MURCIA;CALLE;ABETO;;
ESPAÑA;MURCIA;MURCIA;CALLE;ABETO;;30100
ESPAÑA;MURCIA;MURCIA;CALLE;ABETO;EL PUNTAL;30100
ESPAÑA;MURCIA;MURCIA;CALLE;ABETO;GARRES Y LAGES;30158
ESPAÑA;MURCIA;MURCIA;CALLE;ABETO;SANTO ANGEL|VERDOLAY;30151
ESPAÑA;MURCIA;MURCIA;CALLE;ABETO;VERDOLAY;30150
ESPAÑA;MURCIA;MURCIA;CALLE;ABETO (TEATINOS);ALGEZARES;30157
ESPAÑA;MURCIA;MURCIA;CALLE;ABOGACIA;JERONIMO Y AVILESES;30592
ESPAÑA;MURCIA;MURCIA;CARRIL;ABOGADO;;30011
ESPAÑA;MURCIA;MURCIA;CARRIL;ABOGADO;LOS DOLORES;30011
ESPAÑA;MURCIA;MURCIA;PLAZA;ABUBILLA (TORRE GUIL);SANGONERA LA VERDE;30833
ESPAÑA;MURCIA;MURCIA;CALLE;ABUELITOS;LOS DOLORES;30011
ESPAÑA;MURCIA;MURCIA;CALLE;ACACIA;CHURRA;30110
ESPAÑA;MURCIA;MURCIA;CALLE;ACACIA;EL ESPARRAGAL;30163
ESPAÑA;MURCIA;MURCIA;CALLE;ACACIA (GOLF&COUNTRY);"CORVERA|CORVERA GOLF &amp; COUNTRY CLUB";30153
ESPAÑA;MURCIA;MURCIA;CALLE;ACACIAS;COBATILLAS;30163
ESPAÑA;MURCIA;MURCIA;CALLE;ACACIAS;EL PALMAR;30120
ESPAÑA;MURCIA;MURCIA;PASEO;ACACIAS;;30120
ESPAÑA;MURCIA;MURCIA;PASEO;ACACIAS;CHURRA;30110
ESPAÑA;MURCIA;MURCIA;PLAZA;ACACIAS;;30120
ESPAÑA;MURCIA;MURCIA;PLAZA;ACACIAS;COBATILLAS;30163
ESPAÑA;MURCIA;MURCIA;PLAZA;ACACIAS;EL PALMAR;30120
ESPAÑA;MURCIA;MURCIA;AVENIDA;ACADEMIA DE INFANTERIA;;30007
ESPAÑA;MURCIA;MURCIA;AVENIDA;ACADEMIA DE INFANTERIA;CHURRA;30110
ESPAÑA;MURCIA;MURCIA;AVENIDA;ACADEMIA DE INFANTERIA;SANTIAGO Y ZARAICHE;30007
ESPAÑA;MURCIA;MURCIA;CALLE;ACADEMICAS DEL JARDIN;ESPINARDO;30100
ESPAÑA;MURCIA;MURCIA;CAMINO;ACEQ.BARRERAS;NONDUERMAS;
ESPAÑA;MURCIA;MURCIA;CALLE;ACEQUIA;;30100
ESPAÑA;MURCIA;MURCIA;CALLE;ACEQUIA;ALQUERIAS;30580
ESPAÑA;MURCIA;MURCIA;CALLE;ACEQUIA;CHURRA;30110
ESPAÑA;MURCIA;MURCIA;CALLE;ACEQUIA;EL PALMAR;30120
ESPAÑA;MURCIA;MURCIA;CALLE;ACEQUIA;EL RANERO;30009
ESPAÑA;MURCIA;MURCIA;CALLE;ACEQUIA;ESPINARDO;30100
ESPAÑA;MURCIA;MURCIA;CALLE;ACEQUIA;GUADALUPE;30107
ESPAÑA;MURCIA;MURCIA;CALLE;ACEQUIA;LA ALBATALIA;30009
ESPAÑA;MURCIA;MURCIA;CALLE;ACEQUIA;LOS DOLORES;30011
ESPAÑA;MURCIA;MURCIA;CALLE;ACEQUIA;RINCON DE SECA;30165
ESPAÑA;MURCIA;MURCIA;CARRIL;ACEQUIA ALGUAZAS;;30012
ESPAÑA;MURCIA;MURCIA;CARRIL;ACEQUIA ALGUAZAS;GARRES Y LAGES;30158
ESPAÑA;MURCIA;MURCIA;CALLE;ACEQUIA ALJADA;CASILLAS;
ESPAÑA;MURCIA;MURCIA;CALLE;ACEQUIA ALJADA;LLANO DE BRUJAS;30161
ESPAÑA;MURCIA;MURCIA;CALLE;ACEQUIA ALJADA;PUENTE TOCINOS;30006
ESPAÑA;MURCIA;MURCIA;CALLE;ACEQUIA ANQUIJANES;;
ESPAÑA;MURCIA;MURCIA;CALLE;ACEQUIA ANQUIJANES;CASILLAS;30007
ESPAÑA;MURCIA;MURCIA;CALLE;ACEQUIA CARAVIJA;CHURRA;30110
ESPAÑA;MURCIA;MURCIA;CALLE;ACEQUIA CARAVIJA;SANTIAGO Y ZARAICHE;30007
ESPAÑA;MURCIA;MURCIA;Z - No definida;ACEQUIA CHURRA LA VIEJA;;
ESPAÑA;MURCIA;MURCIA;CARRIL;ACEQUIA DE ALGUAZAS;;
ESPAÑA;MURCIA;MURCIA;CARRIL;ACEQUIA DE ALGUAZAS;;30012
ESPAÑA;MURCIA;MURCIA;CARRIL;ACEQUIA DE ALGUAZAS;SAN BENITO-PROGRESO;30012
ESPAÑA;MURCIA;MURCIA;TRAVESIA;ACEQUIA DE ALGUAZAS DOS;;
ESPAÑA;MURCIA;MURCIA;CALLE;ACEQUIA DE BARRERAS;JAVALI NUEVO;30832
ESPAÑA;MURCIA;MURCIA;CARRIL;ACEQUIA DE BENETUCER;;30161
ESPAÑA;MURCIA;MURCIA;CARRIL;ACEQUIA DE BENETUCER;LLANO DE BRUJAS;30161
ESPAÑA;MURCIA;MURCIA;CARRIL;ACEQUIA DE BENETUCER;PUENTE TOCINOS;30006
ESPAÑA;MURCIA;MURCIA;CAMINO;ACEQUIA DE BENIALE;;
ESPAÑA;MURCIA;MURCIA;CALLE;ACEQUIA DE LA SIERRA;;30120
ESPAÑA;MURCIA;MURCIA;CALLE;ACEQUIA DEL CARACOL;CABEZO DE TORRES;30110
ESPAÑA;MURCIA;MURCIA;CAMINO;ACEQUIA DEL CARACOL;;
ESPAÑA;MURCIA;MURCIA;CAMINO;ACEQUIA DEL CARACOL;;30110
ESPAÑA;MURCIA;MURCIA;CARRIL;ACEQUIA DEL CARACOL;CABEZO DE TORRES;30110
ESPAÑA;MURCIA;MURCIA;TRAVESIA;ACEQUIA DEL CARACOL;;
ESPAÑA;MURCIA;MURCIA;CALLE;ACEQUIA DEL PAPEL;LA ALBATALIA;30009
ESPAÑA;MURCIA;MURCIA;CALLE;ACEQUIA DEL TURBEDAL;SAN GINES;30169
ESPAÑA;MURCIA;MURCIA;CAMINO;ACEQUIA EL CHOPO;;
ESPAÑA;MURCIA;MURCIA;CALLE;ACEQUIA NUEVA;EL PUNTAL;30100
ESPAÑA;MURCIA;MURCIA;CARRIL;ACEQUIA NUEVA;SANTA CRUZ;30162
ESPAÑA;MURCIA;MURCIA;CALLE;ACEQUIA NUEVA DEL RAAL;SANTA CRUZ;30162
ESPAÑA;MURCIA;MURCIA;Z - No definida;ACEQUIA PUXMARINA;;
ESPAÑA;MURCIA;MURCIA;CALLE;ACEQUIA SANTAREN;;
ESPAÑA;MURCIA;MURCIA;CAMINO;ACEQUIA SARABIA;;
ESPAÑA;MURCIA;MURCIA;CAMINO;ACEQUIA SARABIA;ALJUCER;30152
ESPAÑA;MURCIA;MURCIA;CAMINO;ACEQUIA TURBEDAL;;
ESPAÑA;MURCIA;MURCIA;Z - No definida;ACEQUIAS;;
ESPAÑA;MURCIA;MURCIA;CALLE;ACERA;ZENETA;30588
ESPAÑA;MURCIA;MURCIA;CALLE;ACEROS;;
ESPAÑA;MURCIA;MURCIA;CARRIL;ACEROS;;30007
ESPAÑA;MURCIA;MURCIA;CARRIL;ACEROS;CASILLAS;30007
ESPAÑA;MURCIA;MURCIA;CARRIL;ACEROS;LLANO DE BRUJAS;30161
ESPAÑA;MURCIA;MURCIA;CALLE;ACISCLO DIAZ;SAN MIGUEL;30005
ESPAÑA;MURCIA;MURCIA;CALLE;ACROPOLIS;LA FLOTA;30007
ESPAÑA;MURCIA;MURCIA;CALLE;ACROPOLIS;SANTIAGO Y ZARAICHE;30007
ESPAÑA;MURCIA;MURCIA;SECTOR;ACT.X Y XI;;
ESPAÑA;MURCIA;MURCIA;PLAZA;ACTOR CECILIO PINEDA;;30002
ESPAÑA;MURCIA;MURCIA;PLAZA;ACTOR CECILIO PINEDA;EL CARMEN;30002
ESPAÑA;MURCIA;MURCIA;CALLE;ACTOR F.DIAZ MENDOZA;SAN BARTOLOME;30001
ESPAÑA;MURCIA;MURCIA;CAMINO;ACTOR FRANCISCO RABAL;CORVERA;30153
ESPAÑA;MURCIA;MURCIA;CALLE;ACTOR ISIDORO MAIQUEZ;VISTA ALEGRE;30007
ESPAÑA;MURCIA;MURCIA;CALLE;ACTOR JOSE CRESPO;EL CARMEN;30002
ESPAÑA;MURCIA;MURCIA;CALLE;ACTOR PACO RABAL;SAN BENITO-PATIÑO;30012
ESPAÑA;MURCIA;MURCIA;CALLE;ACUARIO;;30012
ESPAÑA;MURCIA;MURCIA;CALLE;ACUARIO;CASILLAS;30007
ESPAÑA;MURCIA;MURCIA;CALLE;ACUARIO;SANTIAGO EL MAYOR;30012
ESPAÑA;MURCIA;MURCIA;CALLE;ADELFA;SANGONERA LA VERDE;30833
ESPAÑA;MURCIA;MURCIA;CALLE;ADELFAS;Bº SAN ANTONIO;30163
ESPAÑA;MURCIA;MURCIA;CALLE;ADELFAS;STA. MARIA DE GRACIA;30009
ESPAÑA;MURCIA;MURCIA;CALLE;ADELFAS;TORREAGÜERA;30579
ESPAÑA;MURCIA;MURCIA;CALLE;ADOLFA;TORREAGÜERA;30579
ESPAÑA;MURCIA;MURCIA;CALLE;ADOLFO;EL ESPARRAGAL;30163
ESPAÑA;MURCIA;MURCIA;CALLE;ADOLFO SUAREZ;;
ESPAÑA;MURCIA;MURCIA;CALLE;ADOLFO SUAREZ;CABEZO DE TORRES;30110
ESPAÑA;MURCIA;MURCIA;CALLE;ADORACION DE LOS REYES;SAN BENITO-PROGRESO;30012
ESPAÑA;MURCIA;MURCIA;CALLE;ADRIAN VIUDES;BENIAJAN;30570
ESPAÑA;MURCIA;MURCIA;CALLE;ADRIATICO;SUCINA|URB.HACIENDA RIQUELME;30590
ESPAÑA;MURCIA;MURCIA;CALLE;ADUANA;SANTA CATALINA;30004
ESPAÑA;MURCIA;MURCIA;CAMINO;ADUANA;;30836
ESPAÑA;MURCIA;MURCIA;CAMINO;ADUANA (PUEBLA DE SOTO);;30836
ESPAÑA;MURCIA;MURCIA;SECTOR;AEROPUERTO DE CORVERA;;
ESPAÑA;MURCIA;MURCIA;Z - No definida;AEROPUERTO DE CORVERA;;
ESPAÑA;MURCIA;MURCIA;CALLE;AFRICA;;30100
ESPAÑA;MURCIA;MURCIA;CALLE;AFRICA;ESPINARDO;30100
ESPAÑA;MURCIA;MURCIA;CALLE;AFRODITA;EL PALMAR;30120
ESPAÑA;MURCIA;MURCIA;CALLE;AGATA;BAÑOS Y MENDIGO|VALLE GOLF RESORT;30155
ESPAÑA;MURCIA;MURCIA;CALLE;AGATA;EL PALMAR;30120
ESPAÑA;MURCIA;MURCIA;CAMINO;AGRIDULCE;;30107
ESPAÑA;MURCIA;MURCIA;CAMINO;AGRIDULCE;GUADALUPE;30107
ESPAÑA;MURCIA;MURCIA;DISEMINADO;AGRIDULCE;GUADALUPE;
ESPAÑA;MURCIA;MURCIA;CALLE;AGRIMENSORES;EL CARMEN;30002
ESPAÑA;MURCIA;MURCIA;CALLE;AGRUPACION MUSICAL LAS MUSAS;;
ESPAÑA;MURCIA;MURCIA;CALLE;AGUADOR;PUENTE TOCINOS;30006
ESPAÑA;MURCIA;MURCIA;CALLE;AGUADORES;LLANO DE BRUJAS;30161
ESPAÑA;MURCIA;MURCIA;CALLE;AGUAMARINA;BAÑOS Y MENDIGO|VALLE GOLF RESORT;30155
ESPAÑA;MURCIA;MURCIA;CALLE;AGUAMARINA;EL PALMAR;30120
ESPAÑA;MURCIA;MURCIA;CALLE;AGUERA;TORREAGÜERA;30579
ESPAÑA;MURCIA;MURCIA;CALLE;AGÜERA;SAN LORENZO;30001
ESPAÑA;MURCIA;MURCIA;CALLE;AGÜERA;TORREAGÜERA;30579
ESPAÑA;MURCIA;MURCIA;CARRIL;AGÜERAS;SAN GINES;30169
ESPAÑA;MURCIA;MURCIA;CALLE;AGUILA;ALGEZARES;30157
ESPAÑA;MURCIA;MURCIA;CALLE;AGUILA;CHURRA;30110
ESPAÑA;MURCIA;MURCIA;CALLE;AGUILA;JAVALI NUEVO;30832
ESPAÑA;MURCIA;MURCIA;CALLE;AGUILAS;CORVERA;30153
ESPAÑA;MURCIA;MURCIA;CALLE;AGUILAS;EL RANERO;30009
ESPAÑA;MURCIA;MURCIA;CALLE;AGUILAS;LA ALBATALIA;30009
ESPAÑA;MURCIA;MURCIA;CALLE;AGUILAS;SANGONERA LA SECA;30835
ESPAÑA;MURCIA;MURCIA;CALLE;AGUSTIN ARAGON;ZARANDONA;30007
ESPAÑA;MURCIA;MURCIA;PLAZA;AGUSTIN GONZALEZ;LOBOSILLO;30331
ESPAÑA;MURCIA;MURCIA;CALLE;AGUSTIN LARA;SANTIAGO Y ZARAICHE;30007
ESPAÑA;MURCIA;MURCIA;CALLE;AGUSTIN LARA;VISTA ALEGRE;30007
ESPAÑA;MURCIA;MURCIA;CALLE;AGUSTIN VIRGILI;ALQUERIAS;30580
ESPAÑA;MURCIA;MURCIA;CALLE;AGUSTIN VIRGILI;CORVERA;30153
ESPAÑA;MURCIA;MURCIA;CALLE;AGUSTIN VIRGILI;JAVALI NUEVO;30832
ESPAÑA;MURCIA;MURCIA;CAMINO;AGUSTINA DE ARAGON;SANGONERA LA SECA;30835
ESPAÑA;MURCIA;MURCIA;CALLE;AGUSTINAS;SAN NICOLAS;30005
ESPAÑA;MURCIA;MURCIA;CALLE;AGUSTINAS;SANTIAGO Y ZARAICHE;30007
ESPAÑA;MURCIA;MURCIA;PLAZA;AGUSTINAS;;30005
ESPAÑA;MURCIA;MURCIA;PLAZA;AGUSTINAS;SAN NICOLAS;30005
ESPAÑA;MURCIA;MURCIA;CARRIL;AGUSTINES;ALQUERIAS;
ESPAÑA;MURCIA;MURCIA;CARRIL;AGUSTINES;LOS RAMOS;30589
ESPAÑA;MURCIA;MURCIA;CALLE;AIRE;;30010
ESPAÑA;MURCIA;MURCIA;CALLE;AIRE;;30100
ESPAÑA;MURCIA;MURCIA;CALLE;AIRE;ALJUCER;30152
ESPAÑA;MURCIA;MURCIA;CALLE;AIRE;CASILLAS;30007
ESPAÑA;MURCIA;MURCIA;CALLE;AIRE;EL PALMAR;30120
ESPAÑA;MURCIA;MURCIA;CALLE;AIRE;ESPINARDO;30100
ESPAÑA;MURCIA;MURCIA;CALLE;AIRE;LA ALBERCA;30150
ESPAÑA;MURCIA;MURCIA;CALLE;AIRE;LA PURISIMA-BARRIOMAR;30010
ESPAÑA;MURCIA;MURCIA;CALLE;AIRE;SAN BENITO-PATIÑO;30012
ESPAÑA;MURCIA;MURCIA;CALLE;AIRE;TORREAGÜERA;30579
ESPAÑA;MURCIA;MURCIA;TRAVESIA;AIRE UNO;CASILLAS;30007
ESPAÑA;MURCIA;MURCIA;CALLE;AIRES NUEVOS;BENIAJAN;30570
ESPAÑA;MURCIA;MURCIA;CALLE;AISTOR;SAN NICOLAS;30005
ESPAÑA;MURCIA;MURCIA;CALLE;AJADE;;30008
ESPAÑA;MURCIA;MURCIA;PLAZA;AJEDREA (TORRE GUIL);SANGONERA LA VERDE|URB.TORRE GUIL;30833
ESPAÑA;MURCIA;MURCIA;CALLE;ALABASTRO;BAÑOS Y MENDIGO|VALLE GOLF RESORT;30155
ESPAÑA;MURCIA;MURCIA;CALLE;ALABEGA;COBATILLAS;30163
ESPAÑA;MURCIA;MURCIA;CALLE;ALABEGA;TORREAGÜERA;30579
ESPAÑA;MURCIA;MURCIA;CALLE;ALADREROS;EL CARMEN;30002
ESPAÑA;MURCIA;MURCIA;CALLE;ALAMEDA;RINCON DE SECA;30165
ESPAÑA;MURCIA;MURCIA;CARRIL;ALAMEDA;;30108
ESPAÑA;MURCIA;MURCIA;CARRIL;ALAMEDA;RINCON DE BENISCORNIA;30108
ESPAÑA;MURCIA;MURCIA;Z - No definida;ALAMEDA DE SAN ANTON;;
ESPAÑA;MURCIA;MURCIA;CALLE;ALAMO;;
ESPAÑA;MURCIA;MURCIA;CALLE;ALAMO;;30100
ESPAÑA;MURCIA;MURCIA;CALLE;ALAMO;ALGEZARES;30157
ESPAÑA;MURCIA;MURCIA;CALLE;ALAMO;BENIAJAN;30570
ESPAÑA;MURCIA;MURCIA;CALLE;ALAMO;EL PUNTAL;30100
ESPAÑA;MURCIA;MURCIA;CALLE;ALAMO;LA ALBERCA;30150
ESPAÑA;MURCIA;MURCIA;CARRIL;ALAMO;;30151
ESPAÑA;MURCIA;MURCIA;CALLE;ALAMO (TEATINOS);ALGEZARES;30157
ESPAÑA;MURCIA;MURCIA;CALLE;ALAMOS;EL CARMEN;30002
ESPAÑA;MURCIA;MURCIA;CALLE;ALAMOS;EL ESPARRAGAL;30163
ESPAÑA;MURCIA;MURCIA;CALLE;ALAMOS;EL PALMAR;30120
ESPAÑA;MURCIA;MURCIA;CALLE;ALAMOS;ZARANDONA;30007
ESPAÑA;MURCIA;MURCIA;CAMINO;ALAMOS (CNO.BADEN);ALJUCER;30152
ESPAÑA;MURCIA;MURCIA;CALLE;ALARCON;PUENTE TOCINOS;30006
ESPAÑA;MURCIA;MURCIA;CARRIL;ALARCONES;LA ARBOLEJA;30009
ESPAÑA;MURCIA;MURCIA;CARRIL;ALARCONES;SANTIAGO Y ZARAICHE;30007
ESPAÑA;MURCIA;MURCIA;CARRIL;ALARCONES;ZARANDONA;30007
ESPAÑA;MURCIA;MURCIA;CALLE;ALARILLA;EL CARMEN;30002
ESPAÑA;MURCIA;MURCIA;CALLE;ALARISES;COBATILLAS;30163
ESPAÑA;MURCIA;MURCIA;CALLE;ALAS DE PLATA;SANGONERA LA SECA;30835
ESPAÑA;MURCIA;MURCIA;CALLE;ALBA;CHURRA;30110
ESPAÑA;MURCIA;MURCIA;CALLE;ALBA;LA ÑORA;30830
ESPAÑA;MURCIA;MURCIA;CALLE;ALBA (RES.CASILLAS);CASILLAS;30007
ESPAÑA;MURCIA;MURCIA;CALLE;ALBACETE;SAN MIGUEL;30001
ESPAÑA;MURCIA;MURCIA;CAMINO;ALBADEL;;30010
ESPAÑA;MURCIA;MURCIA;CAMINO;ALBADEL;;30152
ESPAÑA;MURCIA;MURCIA;CAMINO;ALBADEL;;30168
ESPAÑA;MURCIA;MURCIA;CAMINO;ALBADEL;ALJUCER;30152
ESPAÑA;MURCIA;MURCIA;CAMINO;ALBADEL;ERA ALTA;30168
ESPAÑA;MURCIA;MURCIA;CAMINO;ALBADEL;LA PURISIMA-BARRIOMAR;30010
ESPAÑA;MURCIA;MURCIA;PLAZA;ALBAIDA (TORRE GUIL);SANGONERA LA VERDE|URB.TORRE GUIL;30833
ESPAÑA;MURCIA;MURCIA;CALLE;ALBARDA;SANGONERA LA VERDE;30833
ESPAÑA;MURCIA;MURCIA;CALLE;ALBARICOQUE;EL PALMAR;30120
ESPAÑA;MURCIA;MURCIA;CALLE;ALBARRACINES;LA ALBATALIA;30009
ESPAÑA;MURCIA;MURCIA;CALLE;ALBATROS;CHURRA;30110
ESPAÑA;MURCIA;MURCIA;CALLE;ALBAYAT;SAN BENITO-PATIÑO;30012
ESPAÑA;MURCIA;MURCIA;CALLE;ALBERCA;EL PALMAR;30120
ESPAÑA;MURCIA;MURCIA;CARRETERA;ALBERCA;ALGEZARES;30157
ESPAÑA;MURCIA;MURCIA;CARRIL;ALBERCA;;30157
ESPAÑA;MURCIA;MURCIA;CALLE;ALBERCA DE SALAMANCA;LA ALBERCA;30150
ESPAÑA;MURCIA;MURCIA;CARRETERA;ALBERCA-EL PALMAR;LA ALBERCA;30150
ESPAÑA;MURCIA;MURCIA;CARRIL;ALBERCA-EL PALMAR;;30150
ESPAÑA;MURCIA;MURCIA;CARRIL;ALBERCOQUES;;30006
ESPAÑA;MURCIA;MURCIA;CARRIL;ALBERCOQUES;CASILLAS;30007
ESPAÑA;MURCIA;MURCIA;CARRIL;ALBERCOQUES;PUENTE TOCINOS;30006
ESPAÑA;MURCIA;MURCIA;CALLE;ALBERTO CONTADOR;PUENTE TOCINOS;30006
ESPAÑA;MURCIA;MURCIA;CALLE;ALBERTO CONTADOR;ZARANDONA;30007
ESPAÑA;MURCIA;MURCIA;CAMINO;ALBERTO JUAN SANCHEZ;ALQUERIAS;30580
ESPAÑA;MURCIA;MURCIA;CALLE;ALBERTO SEVILLA;INFANTE JUAN MANUEL;30011
ESPAÑA;MURCIA;MURCIA;CALLE;ALBORADA;SAN BENITO-PATIÑO;30012
ESPAÑA;MURCIA;MURCIA;CALLE;ALBUDEITE;SANGONERA LA SECA;30835
ESPAÑA;MURCIA;MURCIA;CALLE;ALBUDEITEROS;SAN BARTOLOME;30001
ESPAÑA;MURCIA;MURCIA;CARRIL;ALBURQUERQUES;ALJUCER;30152
ESPAÑA;MURCIA;MURCIA;CALLE;"ALCACIL ""BRONCHOS""";GEA Y TRUYOLS|URB.BRONCHOS;30590
ESPAÑA;MURCIA;MURCIA;CALLE;ALCACIL 'BRONCHOS';;30590
ESPAÑA;MURCIA;MURCIA;CALLE;ALCAINA;ERA ALTA;30168
ESPAÑA;MURCIA;MURCIA;CALLE;ALCALA GALIANO;LA FLOTA;30008
ESPAÑA;MURCIA;MURCIA;CALLE;ALCALDE ANGEL MARTINEZ;;
ESPAÑA;MURCIA;MURCIA;CALLE;ALCALDE BIENVENIDO SANTOS BORR;;
ESPAÑA;MURCIA;MURCIA;CALLE;ALCALDE CLEMENTE GARCIA;CASILLAS;30007
ESPAÑA;MURCIA;MURCIA;CALLE;ALCALDE CLEMENTE GARCIA(POL IN;SAN GINES;30169
ESPAÑA;MURCIA;MURCIA;CALLE;ALCALDE DOMINGO IBAÑEZ;;
ESPAÑA;MURCIA;MURCIA;CALLE;ALCALDE ESTRADA;EL PALMAR;30120
ESPAÑA;MURCIA;MURCIA;CALLE;ALCALDE GARCIA SANCHEZ;LA ALBATALIA;30009
ESPAÑA;MURCIA;MURCIA;CALLE;ALCALDE GASPAR DE LA PEÑA;LA ARBOLEJA;30009
ESPAÑA;MURCIA;MURCIA;CALLE;ALCALDE GASPAR DE LA PEÑA;SAN PEDRO;30004
ESPAÑA;MURCIA;MURCIA;CALLE;ALCALDE JESUS GIL GARCIA;EL PALMAR;30120
ESPAÑA;MURCIA;MURCIA;CALLE;ALCALDE JOSE SANCHEZ MOMPEAN;PUENTE TOCINOS;30006
ESPAÑA;MURCIA;MURCIA;CALLE;ALCALDE JUAN LOPEZ SOMALO;;
ESPAÑA;MURCIA;MURCIA;CALLE;ALCALDE JUAN LOPEZ SOMALO;EL CARMEN;30011
ESPAÑA;MURCIA;MURCIA;CALLE;ALCALDE PENCHO EL MEME (SECANO;TORREAGÜERA;30579
ESPAÑA;MURCIA;MURCIA;CALLE;ALCALDE PEPELIN;;
ESPAÑA;MURCIA;MURCIA;CALLE;ALCALDE SANCHEZ MOMPEAN;SAN BENITO-PATIÑO;30012
ESPAÑA;MURCIA;MURCIA;AVENIDA;ALCALDES DE MURCIA;;
ESPAÑA;MURCIA;MURCIA;CALLE;ALCALDES DE MURCIA;CHURRA;30110
ESPAÑA;MURCIA;MURCIA;CALLE;ALCALDES DE MURCIA;SANTIAGO Y ZARAICHE;30007
ESPAÑA;MURCIA;MURCIA;CALLE;ALCALDIA;LA ALBATALIA;30009
ESPAÑA;MURCIA;MURCIA;CALLE;ALCANARA;EL PALMAR;30120
ESPAÑA;MURCIA;MURCIA;CALLE;ALCANTARA;ZARANDONA;30007
ESPAÑA;MURCIA;MURCIA;CARRIL;ALCANTARAS;CABEZO DE TORRES;30110
ESPAÑA;MURCIA;MURCIA;AVENIDA;ALCANTARILLA;;30166
ESPAÑA;MURCIA;MURCIA;AVENIDA;ALCANTARILLA;;30167
ESPAÑA;MURCIA;MURCIA;AVENIDA;ALCANTARILLA;;30831
ESPAÑA;MURCIA;MURCIA;AVENIDA;ALCANTARILLA;JAVALI VIEJO;30831
ESPAÑA;MURCIA;MURCIA;AVENIDA;ALCANTARILLA;LA RAYA;30167
ESPAÑA;MURCIA;MURCIA;AVENIDA;ALCANTARILLA;NONDUERMAS;30166
ESPAÑA;MURCIA;MURCIA;CARRETERA;ALCANTARILLA;;
ESPAÑA;MURCIA;MURCIA;CARRETERA;ALCANTARILLA;;30010
ESPAÑA;MURCIA;MURCIA;CARRETERA;ALCANTARILLA;EL PALMAR;30120
ESPAÑA;MURCIA;MURCIA;CARRETERA;ALCANTARILLA;RINCON DE SECA;
ESPAÑA;MURCIA;MURCIA;CARRETERA;ALCANTARILLA;SAN GINES;30169
ESPAÑA;MURCIA;MURCIA;CARRETERA;ALCANTARILLA;SANGONERA LA SECA;30835
ESPAÑA;MURCIA;MURCIA;CARRETERA;ALCANTARILLA;SANGONERA LA VERDE;30833
ESPAÑA;MURCIA;MURCIA;CARRIL;ALCANTARILLA;LA PURISIMA-BARRIOMAR;30010
ESPAÑA;MURCIA;MURCIA;CAMINO;ALCAYNA;CHURRA;30110
ESPAÑA;MURCIA;MURCIA;CALLE;ALCAZAR;LOS RAMOS;30589
ESPAÑA;MURCIA;MURCIA;CALLE;ALCAZAR DE TOLEDO;CORVERA;30153
ESPAÑA;MURCIA;MURCIA;CALLE;ALCOLEA;;30010
ESPAÑA;MURCIA;MURCIA;CALLE;ALCOLEA;LA PURISIMA-BARRIOMAR;30010
ESPAÑA;MURCIA;MURCIA;CALLE;ALEDO;;30010
ESPAÑA;MURCIA;MURCIA;CALLE;ALEDO;LA PURISIMA-BARRIOMAR;30010
ESPAÑA;MURCIA;MURCIA;CALLE;ALEDO;SANGONERA LA SECA;30835
ESPAÑA;MURCIA;MURCIA;CALLE;ALEGRIA;;30012
ESPAÑA;MURCIA;MURCIA;CALLE;ALEGRIA;CABEZO DE TORRES;30110
ESPAÑA;MURCIA;MURCIA;CALLE;ALEGRIA;COBATILLAS;30163
ESPAÑA;MURCIA;MURCIA;CALLE;ALEGRIA;EL ESPARRAGAL;30163
ESPAÑA;MURCIA;MURCIA;CALLE;ALEGRIA;GARRES Y LAGES;30158
ESPAÑA;MURCIA;MURCIA;CALLE;ALEGRIA;LOS DOLORES;30011
ESPAÑA;MURCIA;MURCIA;CALLE;ALEGRIA;SAN BENITO-PROGRESO;30012
ESPAÑA;MURCIA;MURCIA;CALLE;ALEGRIA;SANTIAGO EL MAYOR;30012
ESPAÑA;MURCIA;MURCIA;CALLE;ALEGRIA;SANTIAGO Y ZARAICHE;30007
ESPAÑA;MURCIA;MURCIA;CARRIL;ALEGRIA;LA ALBATALIA;30009
ESPAÑA;MURCIA;MURCIA;CALLE;ALEGRIA (MONTEBLANCO);CAÑADAS DE SAN PEDRO|URB.PAÑERO|URB.MONTEBLANCO;30164
ESPAÑA;MURCIA;MURCIA;CALLE;ALEGRIA (POL.IND);SAN GINES;30169
